TradeId,Profitable,Volatility,Position,Days,Marketfell,Marketrose,PointsChange,Traded
144,0,3,long,19,0,0,6.75,SIN
145,0,2,long,18,0,0,11.5,NY
146,0,2,long,19,1,1,36.75,NY
147,1,3,long,27,0,0,7.7958,NY
148,0,3,short,9,2,2,34.375,NY
149,0,2,long,36.5,0,2,26,NY
150,0,2,long,42,0,0,13,NY
151,0,2,long,51,0,0,12.525,NY
152,1,1,short,22,1,0,66.6,NY
153,0,3,long,55.5,0,0,8.05,NY
154,0,3,long,40.5,0,2,14.5,NY
155,0,3,long,,0,0,7.3125,NY
156,0,1,long,51,0,1,61.3792,LON
157,1,3,short,16,0,0,7.7333,SIN
158,0,3,long,30,0,0,8.05,NY
159,0,3,long,,0,0,8.6625,NY
160,0,3,long,,8,2,69.55,NY
161,0,3,long,44,0,1,16.1,NY
162,1,2,short,40,0,0,15.75,NY
163,0,3,long,26,0,0,7.775,NY
164,0,3,long,17,0,0,8.6625,NY
165,0,3,long,1,4,1,39.6875,NY
166,1,3,long,9,0,2,20.525,NY
167,1,1,short,,0,1,55,NY
168,0,3,short,45,1,4,27.9,NY
169,0,1,long,,0,0,25.925,NY
170,0,3,long,28,0,0,56.4958,NY
171,0,1,long,61,0,0,33.5,NY
172,0,3,long,4,4,1,29.125,SIN
173,1,3,short,1,1,1,11.1333,NY
174,0,3,long,21,0,0,7.925,NY
175,0,1,long,56,0,0,30.6958,LON
176,0,3,long,18,1,1,7.8542,NY
177,0,3,long,,3,1,25.4667,NY
178,0,1,short,50,0,0,28.7125,LON
179,0,2,long,30,0,0,13,NY
180,0,3,long,36,0,0,0,NY
181,0,3,short,,8,2,69.55,NY
182,0,2,long,,0,0,15.05,LON
183,0,3,long,9,4,2,31.3875,NY
184,1,2,long,1,2,1,39,NY
185,1,3,short,4,0,2,22.025,NY
186,0,1,long,,0,0,50,NY
187,1,3,short,,1,0,15.5,SIN
188,1,1,long,45,0,0,26.55,NY
189,0,3,long,40,1,1,15.5,SIN
190,0,3,long,36,0,0,7.8958,NY
191,1,2,short,32,0,0,13,NY
192,0,2,long,19,0,0,13,NY
193,1,3,short,19,1,0,7.8542,NY
194,1,2,long,3,1,1,26,NY
195,1,1,short,44,0,0,27.7208,LON
196,1,1,short,58,0,0,146.5208,LON
197,0,3,long,,0,0,7.75,SIN
198,0,3,long,42,0,1,8.4042,NY
199,1,3,short,,0,0,7.75,SIN
200,0,2,short,24,0,0,13,NY
201,0,3,long,28,0,0,9.5,NY
202,0,3,long,,8,2,69.55,NY
203,0,3,long,34,0,0,6.4958,NY
204,0,3,long,45.5,0,0,7.225,LON
205,1,3,long,18,0,0,8.05,NY
206,0,3,short,2,0,1,10.4625,NY
207,0,3,long,32,1,0,15.85,NY
208,1,3,long,26,0,0,18.7875,LON
209,1,3,short,16,0,0,7.75,SIN
210,1,1,long,40,0,0,31,LON
211,0,3,long,24,0,0,7.05,NY
212,1,2,short,35,0,0,21,NY
213,0,3,long,22,0,0,7.25,NY
214,0,2,long,30,0,0,13,NY
215,0,3,long,,1,0,7.75,SIN
216,1,1,short,31,1,0,113.275,LON
217,1,3,short,27,0,0,7.925,NY
218,0,2,long,42,1,0,27,NY
219,1,1,short,32,0,0,76.2917,LON
220,0,2,long,30,0,0,10.5,NY
221,1,3,long,16,0,0,8.05,NY
222,0,2,long,27,0,0,13,NY
223,0,3,long,51,0,0,8.05,NY
224,0,3,long,,0,0,7.8958,NY
225,1,1,long,38,1,0,90,NY
226,0,3,long,22,0,0,9.35,NY
227,1,2,long,19,0,0,10.5,NY
228,0,3,long,20.5,0,0,7.25,NY
229,0,2,long,18,0,0,13,NY
230,0,3,short,,3,1,25.4667,NY
231,1,1,short,35,1,0,83.475,NY
232,0,3,long,29,0,0,7.775,NY
233,0,2,long,59,0,0,13.5,NY
234,1,3,short,5,4,2,31.3875,NY
235,0,2,long,24,0,0,10.5,NY
236,0,3,short,,0,0,7.55,NY
237,0,2,long,44,1,0,26,NY
238,1,2,short,8,0,2,26.25,NY
239,0,2,long,19,0,0,10.5,NY
240,0,2,long,33,0,0,12.275,NY
241,0,3,short,,1,0,14.4542,LON
242,1,3,short,,1,0,15.5,SIN
243,0,2,long,29,0,0,10.5,NY
244,0,3,long,22,0,0,7.125,NY
245,0,3,long,30,0,0,7.225,LON
246,0,1,long,44,2,0,90,SIN
247,0,3,short,25,0,0,7.775,NY
248,1,2,short,24,0,2,14.5,NY
249,1,1,long,37,1,1,52.5542,NY
250,0,2,long,54,1,0,26,NY
251,0,3,long,,0,0,7.25,NY
252,0,3,short,29,1,1,10.4625,NY
253,0,1,long,62,0,0,26.55,NY
254,0,3,long,30,1,0,16.1,NY
255,0,3,short,41,0,2,20.2125,NY
256,1,3,short,29,0,2,15.2458,LON
257,1,1,short,,0,0,79.2,LON
258,1,1,short,30,0,0,86.5,NY
259,1,1,short,35,0,0,512.3292,LON
260,1,2,short,50,0,1,26,NY
261,0,3,long,,0,0,7.75,SIN
262,1,3,long,3,4,2,31.3875,NY
263,0,1,long,52,1,1,79.65,NY
264,0,1,long,40,0,0,0,NY
265,0,3,short,,0,0,7.75,SIN
266,0,2,long,36,0,0,10.5,NY
267,0,3,long,16,4,1,39.6875,NY
268,1,3,long,25,1,0,7.775,NY
269,1,1,short,58,0,1,153.4625,NY
270,1,1,short,35,0,0,135.6333,NY
271,0,1,long,,0,0,31,NY
272,1,3,long,25,0,0,0,NY
273,1,2,short,41,0,1,19.5,NY
274,0,1,long,37,0,1,29.7,LON
275,1,3,short,,0,0,7.75,SIN
276,1,1,short,63,1,0,77.9583,NY
277,0,3,short,45,0,0,7.75,NY
278,0,2,long,,0,0,0,NY
279,0,3,long,7,4,1,29.125,SIN
280,1,3,short,35,1,1,20.25,NY
281,0,3,long,65,0,0,7.75,SIN
282,0,3,long,28,0,0,7.8542,NY
283,0,3,long,16,0,0,9.5,NY
284,1,3,long,19,0,0,8.05,NY
285,0,1,long,,0,0,26,NY
286,0,3,long,33,0,0,8.6625,LON
287,1,3,long,30,0,0,9.5,NY
288,0,3,long,22,0,0,7.8958,NY
289,1,2,long,42,0,0,13,NY
290,1,3,short,22,0,0,7.75,SIN
291,1,1,short,26,0,0,78.85,NY
292,1,1,short,19,1,0,91.0792,LON
293,0,2,long,36,0,0,12.875,LON
294,0,3,short,24,0,0,8.85,NY
295,0,3,long,24,0,0,7.8958,NY
296,0,1,long,,0,0,27.7208,LON
297,0,3,long,23.5,0,0,7.2292,LON
298,0,1,short,2,1,2,151.55,NY
299,1,1,long,,0,0,30.5,NY
300,1,1,short,50,0,1,247.5208,LON
301,1,3,short,,0,0,7.75,SIN
302,1,3,long,,2,0,23.25,SIN
303,0,3,long,19,0,0,0,NY
304,1,2,short,,0,0,12.35,SIN
305,0,3,long,,0,0,8.05,NY
306,1,1,long,0.92,1,2,151.55,NY
307,1,1,short,,0,0,110.8833,LON
308,1,1,short,17,1,0,108.9,LON
309,0,2,long,30,1,0,24,LON
310,1,1,short,30,0,0,56.9292,LON
311,1,1,short,24,0,0,83.1583,LON
312,1,1,short,18,2,2,262.375,LON
313,0,2,short,26,1,1,26,NY
314,0,3,long,28,0,0,7.8958,NY
315,0,2,long,43,1,1,26.25,NY
316,1,3,short,26,0,0,7.8542,NY
317,1,2,short,24,1,0,26,NY
318,0,2,long,54,0,0,14,NY
319,1,1,short,31,0,2,164.8667,NY
320,1,1,short,40,1,1,134.5,LON
321,0,3,long,22,0,0,7.25,NY
322,0,3,long,27,0,0,7.8958,NY
323,1,2,short,30,0,0,12.35,SIN
324,1,2,short,22,1,1,29,NY
325,0,3,long,,8,2,69.55,NY
326,1,1,short,36,0,0,135.6333,LON
327,0,3,long,61,0,0,6.2375,NY
328,1,2,short,36,0,0,13,NY
329,1,3,short,31,1,1,20.525,NY
330,1,1,short,16,0,1,57.9792,LON
331,1,3,short,,2,0,23.25,SIN
332,0,1,long,45.5,0,0,28.5,NY
333,0,1,long,38,0,1,153.4625,NY
334,0,3,long,16,2,0,18,NY
335,1,1,short,,1,0,133.65,NY
336,0,3,long,,0,0,7.8958,NY
337,0,1,long,29,1,0,66.6,NY
338,1,1,short,41,0,0,134.5,LON
339,1,3,long,45,0,0,8.05,NY
340,0,1,long,45,0,0,35.5,NY
341,1,2,long,2,1,1,26,NY
342,1,1,short,24,3,2,263,NY
343,0,2,long,28,0,0,13,NY
344,0,2,long,25,0,0,13,NY
345,0,2,long,36,0,0,13,NY
346,1,2,short,24,0,0,13,NY
347,1,2,short,40,0,0,13,NY
348,1,3,short,,1,0,16.1,NY
349,1,3,long,3,1,1,15.9,NY
350,0,3,long,42,0,0,8.6625,NY
351,0,3,long,23,0,0,9.225,NY
352,0,1,long,,0,0,35,NY
353,0,3,long,15,1,1,7.2292,LON
354,0,3,long,25,1,0,17.8,NY
355,0,3,long,,0,0,7.225,LON
356,0,3,long,28,0,0,9.5,NY
357,1,1,short,22,0,1,55,NY
358,0,2,short,38,0,0,13,NY
359,1,3,short,,0,0,7.8792,SIN
360,1,3,short,,0,0,7.8792,SIN
361,0,3,long,40,1,4,27.9,NY
362,0,2,long,29,1,0,27.7208,LON
363,0,3,short,45,0,1,14.4542,LON
364,0,3,long,35,0,0,7.05,NY
365,0,3,long,,1,0,15.5,SIN
366,0,3,long,30,0,0,7.25,NY
367,1,1,short,60,1,0,75.25,LON
368,1,3,short,,0,0,7.2292,LON
369,1,3,short,,0,0,7.75,SIN
370,1,1,short,24,0,0,69.3,LON
371,1,1,long,25,1,0,55.4417,LON
372,0,3,long,18,1,0,6.4958,NY
373,0,3,long,19,0,0,8.05,NY
374,0,1,long,22,0,0,135.6333,LON
375,0,3,short,3,3,1,21.075,NY
376,1,1,short,,1,0,82.1708,LON
377,1,3,short,22,0,0,7.25,NY
378,0,1,long,27,0,2,211.5,LON
379,0,3,long,20,0,0,4.0125,LON
380,0,3,long,19,0,0,7.775,NY
381,1,1,short,42,0,0,227.525,LON
382,1,3,short,1,0,2,15.7417,LON
383,0,3,long,32,0,0,7.925,NY
384,1,1,short,35,1,0,52,NY
385,0,3,long,,0,0,7.8958,NY
386,0,2,long,18,0,0,73.5,NY
387,0,3,long,1,5,2,46.9,NY
388,1,2,short,36,0,0,13,NY
389,0,3,long,,0,0,7.7292,SIN
390,1,2,short,17,0,0,12,LON
391,1,1,long,36,1,2,120,NY
392,1,3,long,21,0,0,7.7958,NY
393,0,3,long,28,2,0,7.925,NY
394,1,1,short,23,1,0,113.275,LON
395,1,3,short,24,0,2,16.7,NY
396,0,3,long,22,0,0,7.7958,NY
397,0,3,short,31,0,0,7.8542,NY
398,0,2,long,46,0,0,26,NY
399,0,2,long,23,0,0,10.5,NY
400,1,2,short,28,0,0,12.65,NY
401,1,3,long,39,0,0,7.925,NY
402,0,3,long,26,0,0,8.05,NY
403,0,3,short,21,1,0,9.825,NY
404,0,3,long,28,1,0,15.85,NY
405,0,3,short,20,0,0,8.6625,NY
406,0,2,long,34,1,0,21,NY
407,0,3,long,51,0,0,7.75,NY
408,1,2,long,3,1,1,18.75,NY
409,0,3,long,21,0,0,7.775,NY
410,0,3,short,,3,1,25.4667,NY
411,0,3,long,,0,0,7.8958,NY
412,0,3,long,,0,0,6.8583,SIN
413,1,1,short,33,1,0,90,SIN
414,0,2,long,,0,0,0,NY
415,1,3,long,44,0,0,7.925,NY
416,0,3,short,,0,0,8.05,NY
417,1,2,short,34,1,1,32.5,NY
418,1,2,short,18,0,2,13,NY
419,0,2,long,30,0,0,13,NY
420,0,3,short,10,0,2,24.15,NY
421,0,3,long,,0,0,7.8958,LON
422,0,3,long,21,0,0,7.7333,SIN
423,0,3,long,29,0,0,7.875,NY
424,0,3,short,28,1,1,14.4,NY
425,0,3,long,18,1,1,20.2125,NY
426,0,3,long,,0,0,7.25,NY
427,1,2,short,28,1,0,26,NY
428,1,2,short,19,0,0,26,NY
429,0,3,long,,0,0,7.75,SIN
430,1,3,long,32,0,0,8.05,NY
431,1,1,long,28,0,0,26.55,NY
432,1,3,short,,1,0,16.1,NY
433,1,2,short,42,1,0,26,NY
434,0,3,long,17,0,0,7.125,NY
435,0,1,long,50,1,0,55.9,NY
436,1,1,short,14,1,2,120,NY
437,0,3,short,21,2,2,34.375,NY
438,1,2,short,24,2,3,18.75,NY
439,0,1,long,64,1,4,263,NY
440,0,2,long,31,0,0,10.5,NY
441,1,2,short,45,1,1,26.25,NY
442,0,3,long,20,0,0,9.5,NY
443,0,3,long,25,1,0,7.775,NY
444,1,2,short,28,0,0,13,NY
445,1,3,long,,0,0,8.1125,NY
446,1,1,long,4,0,2,81.8583,NY
447,1,2,short,13,0,1,19.5,NY
448,1,1,long,34,0,0,26.55,NY
449,1,3,short,5,2,1,19.2583,LON
450,1,1,long,52,0,0,30.5,NY
451,0,2,long,36,1,2,27.75,NY
452,0,3,long,,1,0,19.9667,NY
453,0,1,long,30,0,0,27.75,LON
454,1,1,long,49,1,0,89.1042,LON
455,0,3,long,,0,0,8.05,NY
456,1,3,long,29,0,0,7.8958,LON
457,0,1,long,65,0,0,26.55,NY
458,1,1,short,,1,0,51.8625,NY
459,1,2,short,50,0,0,10.5,NY
460,0,3,long,,0,0,7.75,SIN
461,1,1,long,48,0,0,26.55,NY
462,0,3,long,34,0,0,8.05,NY
463,0,1,long,47,0,0,38.5,NY
464,0,2,long,48,0,0,13,NY
465,0,3,long,,0,0,8.05,NY
466,0,3,long,38,0,0,7.05,NY
467,0,2,long,,0,0,0,NY
468,0,1,long,56,0,0,26.55,NY
469,0,3,long,,0,0,7.725,SIN
470,1,3,short,0.75,2,1,19.2583,LON
471,0,3,long,,0,0,7.25,NY
472,0,3,long,38,0,0,8.6625,NY
473,1,2,short,33,1,2,27.75,NY
474,1,2,short,23,0,0,13.7917,LON
475,0,3,short,22,0,0,9.8375,NY
476,0,1,long,,0,0,52,NY
477,0,2,long,34,1,0,21,NY
478,0,3,long,29,1,0,7.0458,NY
479,0,3,long,22,0,0,7.5208,NY
480,1,3,short,2,0,1,12.2875,NY
481,0,3,long,9,5,2,46.9,NY
482,0,2,long,,0,0,0,NY
483,0,3,long,50,0,0,8.05,NY
484,1,3,short,63,0,0,9.5875,NY
485,1,1,long,25,1,0,91.0792,LON
486,0,3,short,,3,1,25.4667,NY
487,1,1,short,35,1,0,90,NY
488,0,1,long,58,0,0,29.7,LON
489,0,3,long,30,0,0,8.05,NY
490,1,3,long,9,1,1,15.9,NY
491,0,3,long,,1,0,19.9667,NY
492,0,3,long,21,0,0,7.25,NY
493,0,1,long,55,0,0,30.5,NY
494,0,1,long,71,0,0,49.5042,LON
495,0,3,long,21,0,0,8.05,NY
496,0,3,long,,0,0,14.4583,LON
497,1,1,short,54,1,0,78.2667,LON
498,0,3,long,,0,0,15.1,NY
499,0,1,short,25,1,2,151.55,NY
500,0,3,long,24,0,0,7.7958,NY
501,0,3,long,17,0,0,8.6625,NY
502,0,3,short,21,0,0,7.75,SIN
503,0,3,short,,0,0,7.6292,SIN
504,0,3,short,37,0,0,9.5875,NY
505,1,1,short,16,0,0,86.5,NY
506,0,1,long,18,1,0,108.9,LON
507,1,2,short,33,0,2,26,NY
508,1,1,long,,0,0,26.55,NY
509,0,3,long,28,0,0,22.525,NY
510,1,3,long,26,0,0,56.4958,NY
511,1,3,long,29,0,0,7.75,SIN
512,0,3,long,,0,0,8.05,NY
513,1,1,long,36,0,0,26.2875,NY
514,1,1,short,54,1,0,59.4,LON
515,0,3,long,24,0,0,7.4958,NY
516,0,1,long,47,0,0,34.0208,NY
517,1,2,short,34,0,0,10.5,NY
518,0,3,long,,0,0,24.15,SIN
519,1,2,short,36,1,0,26,NY
520,0,3,long,32,0,0,7.8958,NY
521,1,1,short,30,0,0,93.5,NY
522,0,3,long,22,0,0,7.8958,NY
523,0,3,long,,0,0,7.225,LON
524,1,1,short,44,0,1,57.9792,LON
525,0,3,long,,0,0,7.2292,LON
526,0,3,long,40.5,0,0,7.75,SIN
527,1,2,short,50,0,0,10.5,NY
528,0,1,long,,0,0,221.7792,NY
529,0,3,long,39,0,0,7.925,NY
530,0,2,long,23,2,1,11.5,NY
531,1,2,short,2,1,1,26,NY
532,0,3,long,,0,0,7.2292,LON
533,0,3,long,17,1,1,7.2292,LON
534,1,3,short,,0,2,22.3583,LON
535,0,3,short,30,0,0,8.6625,NY
536,1,2,short,7,0,2,26.25,NY
537,0,1,long,45,0,0,26.55,NY
538,1,1,short,30,0,0,106.425,LON
539,0,3,long,,0,0,14.5,NY
540,1,1,short,22,0,2,49.5,LON
541,1,1,short,36,0,2,71,NY
542,0,3,short,9,4,2,31.275,NY
543,0,3,short,11,4,2,31.275,NY
544,1,2,long,32,1,0,26,NY
545,0,1,long,50,1,0,106.425,LON
546,0,1,long,64,0,0,26,NY
547,1,2,short,19,1,0,26,NY
548,1,2,long,,0,0,13.8625,LON
549,0,3,long,33,1,1,20.525,NY
550,1,2,long,8,1,1,36.75,NY
551,1,1,long,17,0,2,110.8833,LON
552,0,2,long,27,0,0,26,NY
553,0,3,long,,0,0,7.8292,SIN
554,1,3,long,22,0,0,7.225,LON
555,1,3,short,22,0,0,7.775,NY
556,0,1,long,62,0,0,26.55,NY
557,1,1,short,48,1,0,39.6,LON
558,0,1,long,,0,0,227.525,LON
559,1,1,short,39,1,1,79.65,NY
560,1,3,short,36,1,0,17.4,NY
561,0,3,long,,0,0,7.75,SIN
562,0,3,long,40,0,0,7.8958,NY
563,0,2,long,28,0,0,13.5,NY
564,0,3,long,,0,0,8.05,NY
565,0,3,short,,0,0,8.05,NY
566,0,3,long,24,2,0,24.15,NY
567,0,3,long,19,0,0,7.8958,NY
568,0,3,short,29,0,4,21.075,NY
569,0,3,long,,0,0,7.2292,LON
570,1,3,long,32,0,0,7.8542,NY
571,1,2,long,62,0,0,10.5,NY
572,1,1,short,53,2,0,51.4792,NY
573,1,1,long,36,0,0,26.3875,NY
574,1,3,short,,0,0,7.75,SIN
575,0,3,long,16,0,0,8.05,NY
576,0,3,long,19,0,0,14.5,NY
577,1,2,short,34,0,0,13,NY
578,1,1,short,39,1,0,55.9,NY
579,0,3,short,,1,0,14.4583,LON
580,1,3,long,32,0,0,7.925,NY
581,1,2,short,25,1,1,30,NY
582,1,1,short,39,1,1,110.8833,LON
583,0,2,long,54,0,0,26,NY
584,0,1,long,36,0,0,40.125,LON
585,0,3,long,,0,0,8.7125,LON
586,1,1,short,18,0,2,79.65,NY
587,0,2,long,47,0,0,15,NY
588,1,1,long,60,1,1,79.2,LON
589,0,3,long,22,0,0,8.05,NY
590,0,3,long,,0,0,8.05,NY
591,0,3,long,35,0,0,7.125,NY
592,1,1,short,52,1,0,78.2667,LON
593,0,3,long,47,0,0,7.25,NY
594,0,3,short,,0,2,7.75,SIN
595,0,2,long,37,1,0,26,NY
596,0,3,long,36,1,1,24.15,NY
597,1,2,short,,0,0,33,NY
598,0,3,long,49,0,0,0,NY
599,0,3,long,,0,0,7.225,LON
600,1,1,long,49,1,0,56.9292,LON
601,1,2,short,24,2,1,27,NY
602,0,3,long,,0,0,7.8958,NY
603,0,1,long,,0,0,42.4,NY
604,0,3,long,44,0,0,8.05,NY
605,1,1,long,35,0,0,26.55,LON
606,0,3,long,36,1,0,15.55,NY
607,0,3,long,30,0,0,7.8958,NY
608,1,1,long,27,0,0,30.5,NY
609,1,2,short,22,1,2,41.5792,LON
610,1,1,short,40,0,0,153.4625,NY
611,0,3,short,39,1,5,31.275,NY
612,0,3,long,,0,0,7.05,NY
613,1,3,short,,1,0,15.5,SIN
614,0,3,long,,0,0,7.75,SIN
615,0,3,long,35,0,0,8.05,NY
616,1,2,short,24,1,2,65,NY
617,0,3,long,34,1,1,14.4,NY
618,0,3,short,26,1,0,16.1,NY
619,1,2,short,4,2,1,39,NY
620,0,2,long,26,0,0,10.5,NY
621,0,3,long,27,1,0,14.4542,LON
622,1,1,long,42,1,0,52.5542,NY
623,1,3,long,20,1,1,15.7417,LON
624,0,3,long,21,0,0,7.8542,NY
625,0,3,long,21,0,0,16.1,NY
626,0,1,long,61,0,0,32.3208,NY
627,0,2,long,57,0,0,12.35,SIN
628,1,1,short,21,0,0,77.9583,NY
629,0,3,long,26,0,0,7.8958,NY
630,0,3,long,,0,0,7.7333,SIN
631,1,1,long,80,0,0,30,NY
632,0,3,long,51,0,0,7.0542,NY
633,1,1,long,32,0,0,30.5,LON
634,0,1,long,,0,0,0,NY
635,0,3,short,9,3,2,27.9,NY
636,1,2,short,28,0,0,13,NY
637,0,3,long,32,0,0,7.925,NY
638,0,2,long,31,1,1,26.25,NY
639,0,3,short,41,0,5,39.6875,NY
640,0,3,long,,1,0,16.1,NY
641,0,3,long,20,0,0,7.8542,NY
642,1,1,short,24,0,0,69.3,LON
643,0,3,short,2,3,2,27.9,NY
644,1,3,long,,0,0,56.4958,NY
645,1,3,short,0.75,2,1,19.2583,LON
646,1,1,long,48,1,0,76.7292,LON
647,0,3,long,19,0,0,7.8958,NY
648,1,1,long,56,0,0,35.5,LON
649,0,3,long,,0,0,7.55,NY
650,1,3,short,23,0,0,7.55,NY
651,0,3,long,,0,0,7.8958,NY
652,1,2,short,18,0,1,23,NY
653,0,3,long,21,0,0,8.4333,NY
654,1,3,short,,0,0,7.8292,SIN
655,0,3,short,18,0,0,6.75,SIN
656,0,2,long,24,2,0,73.5,NY
657,0,3,long,,0,0,7.8958,NY
658,0,3,short,32,1,1,15.5,SIN
659,0,2,long,23,0,0,13,NY
660,0,1,long,58,0,2,113.275,LON
661,1,1,long,50,2,0,133.65,NY
662,0,3,long,40,0,0,7.225,LON
663,0,1,long,47,0,0,25.5875,NY
664,0,3,long,36,0,0,7.4958,NY
